0		0.00000007
0.176969695		0.00251763
0.35393939		0.00992443
0.530909086		0.02194176
0.707878781		0.03798754
0.884848476		0.05759372
1.061818171		0.08043005
1.238787866		0.10612557
1.415757562		0.13428436
1.592727257		0.16455276
1.769696952		0.19659615
1.946666647		0.23011086
2.123636342		0.26481681
2.300606038		0.30039751
2.477575733		0.33661596
2.654545428		0.37319109
2.831515123		0.40990056
3.008484818		0.44648572
3.185454514		0.48275957
3.362424209		0.51851315
3.539393904		0.55354356
3.716363599		0.5876861
3.893333294		0.62073607
4.07030299		0.65257656
4.247272685		0.68302949
4.42424238		0.71198008
4.601212075		0.73929854
4.77818177		0.76483574
4.955151466		0.78852599
5.132121161		0.81025699
5.309090856		0.8299362
5.486060551		0.84738149
5.663030246		0.86245285
5.839999942		0.87535584
6.016969637		0.8862795
6.193939332		0.89498727
6.370909027		0.90177107
6.547878722		0.90694334
6.724848418		0.91067483
6.901818113		0.91312178
7.078787808		0.91471221
7.255757503		0.91570398
7.432727198		0.9161166
7.609696894		0.91611815
7.786666589		0.91611652
7.963636284		0.91636925
8.140605979		0.91893985
8.317575674		0.92397029
8.49454537		0.93198222
8.671515065		0.94249916
8.848484935		0.95557679
9.02545463		0.97156887
9.202424326		0.98992957
9.379394021		1.0109376
9.556363716		1.03493635
9.733333411		1.06132906
9.910303106		1.09074633
10.0872728		1.12249291
10.2642425		1.15702472
10.44121219		1.19424479
10.61818189		1.23380039
10.79515158		1.27720799
10.97212128		1.32265384
11.14909097		1.37083256
11.32606067		1.42171553
11.50303036		1.47495864
11.68000006		1.52707483
11.85696975		1.57712676
12.03393945		1.62399941
12.21090914		1.66398369
12.38787884		1.69502963
12.56484853		1.71768769
12.74181823		1.73077515
12.91878792		1.73781953
13.09575762		1.7348137
13.27272732		1.7232089
13.44969701		1.70299712
13.62666671		1.67333405
13.8036364		1.63663225
13.9806061		1.59066161
14.15757579		1.53596121
14.33454549		1.47262283
14.51151518		1.40063977
14.68848488		1.32000665
14.86545457		1.23071853
15.04242427		1.13276716
15.21939396		1.02931635
15.39636366		0.95505264
15.57333335		0.9195057
15.75030305		0.91611953
15.92727274		0.91611951
16.10424244		0.91611988
16.28121213		0.88138055
16.45818183		0.77521171
16.63515152		0.63068036
16.81212122		0.48138642
16.98909091		0.33774421
17.16606061		0.20820004
17.3430303		0.09512334
17.52		       0.00049819
