0		7E-12
0.001769697		2.51763E-07
0.003539394		9.92443E-07
0.005309091		2.19418E-06
0.007078788		3.79875E-06
0.008848485		5.75937E-06
0.010618182		8.04301E-06
0.012387879		1.06126E-05
0.014157576		1.34284E-05
0.015927273		1.64553E-05
0.01769697		1.96596E-05
0.019466666		2.30111E-05
0.021236363		2.64817E-05
0.02300606		3.00398E-05
0.024775757		3.36616E-05
0.026545454		3.73191E-05
0.028315151		4.09901E-05
0.030084848		4.46486E-05
0.031854545		4.8276E-05
0.033624242		5.18513E-05
0.035393939		5.53544E-05
0.037163636		5.87686E-05
0.038933333		6.20736E-05
0.04070303		6.52577E-05
0.042472727		6.83029E-05
0.044242424		7.1198E-05
0.046012121		7.39299E-05
0.047781818		7.64836E-05
0.049551515		7.88526E-05
0.051321212		8.10257E-05
0.053090909		8.29936E-05
0.054860606		8.47381E-05
0.056630302		8.62453E-05
0.058399999		8.75356E-05
0.060169696		8.8628E-05
0.061939393		8.94987E-05
0.06370909		9.01771E-05
0.065478787		9.06943E-05
0.067248484		9.10675E-05
0.069018181		9.13122E-05
0.070787878		9.14712E-05
0.072557575		9.15704E-05
0.074327272		9.16117E-05
0.076096969		9.16118E-05
0.077866666		9.16117E-05
0.079636363		9.16369E-05
0.08140606		9.1894E-05
0.083175757		9.2397E-05
0.084945454		9.31982E-05
0.086715151		9.42499E-05
0.088484849		9.55577E-05
0.090254546		9.71569E-05
0.092024243		9.8993E-05
0.09379394		0.000101094
0.095563637		0.000103494
0.097333334		0.000106133
0.099103031		0.000109075
0.100872728		0.000112249
0.102642425		0.000115702
0.104412122		0.000119424
0.106181819		0.00012338
0.107951516		0.000127721
0.109721213		0.000132265
0.11149091		0.000137083
0.113260607		0.000142172
0.115030304		0.000147496
0.116800001		0.000152707
0.118569698		0.000157713
0.120339395		0.0001624
0.122109091		0.000166398
0.123878788		0.000169503
0.125648485		0.000171769
0.127418182		0.000173078
0.129187879		0.000173782
0.130957576		0.000173481
0.132727273		0.000172321
0.13449697		0.0001703
0.136266667		0.000167333
0.138036364		0.000163663
0.139806061		0.000159066
0.141575758		0.000153596
0.143345455		0.000147262
0.145115152		0.000140064
0.146884849		0.000132001
0.148654546		0.000123072
0.150424243		0.000113277
0.15219394		0.000102932
0.153963637		9.55053E-05
0.155733334		9.19506E-05
0.157503031		9.1612E-05
0.159272727		9.1612E-05
0.161042424		9.1612E-05
0.162812121		8.81381E-05
0.164581818		7.75212E-05
0.166351515		6.3068E-05
0.168121212		4.81386E-05
0.169890909		3.37744E-05
0.171660606		2.082E-05
0.173430303		9.51233E-06
0.1752		        4.9819E-08
